CpG,logFC,t,P.Value,adj.P.Val,B,Male_ART_mean,Female_ART_mean,Male_nonART_mean,Female_nonART_mean,Male_nonART_v_ART_dB,Female_nonART_v_ART_dB,chr,pos,bacon_pvalue,adj_bacon_pvalue
cg14442616,-0.05497312,-0.4874488,0.62682,0.9478432,-5.613406,0.8852868,0.3953048,0.8415015,0.3841678,0.04378529,0.01113706,chrY,15031167,0.474850571164736,1
cg14445890,-0.04828748,-0.6241091,0.5337278,0.9297111,-5.545088,0.2102276,0.1757302,0.2096827,0.1727075,5.448987e-4,0.003022739,chrX,53463099,0.397700109019437,1
cg14446500,0.01400098,0.1783954,0.85871,0.9850683,-5.706104,0.794554,0.8354986,0.7863839,0.8401862,0.008170061,-0.004687648,chrX,16187603,0.939636964322774,1
cg14446584,0.2718262,2.273733,0.02474003,0.597277,-3.442117,0.6229001,0.4431875,0.5976389,0.493938,0.02526121,-0.05075046,chrY,14822618,0.0530188193454923,1
cg14448929,-0.03180354,-0.3768611,0.7069352,0.9630378,-5.656441,0.08504536,0.4184446,0.1108076,0.4166349,-0.02576221,0.001809686,chrX,23351143,0.542856326469972,1
cg14450173,8.638821e-4,0.01171188,0.9906747,0.9993723,-5.720394,0.7501733,0.6235586,0.7169469,0.6249808,0.0332264,-0.001422247,chrX,54360201,0.813696219749144,1
cg14451394,0.05538206,0.591381,0.5553655,0.9347533,-5.56297,0.7885549,0.7323868,0.7747558,0.739084,0.01379913,-0.006697168,chrX,72781662,0.748561330069011,1
cg14451539,0.04037556,0.5173216,0.6058736,0.9448231,-5.599899,0.8203931,0.7709374,0.7990722,0.777727,0.02132088,-0.006789554,chrX,151993883,0.802992343775649,1
cg14452204,-0.0247809,-0.3869795,0.6994494,0.9618582,-5.65296,0.7552436,0.7773882,0.7583921,0.767747,-0.003148512,0.009641224,chrX,134046597,0.536438201453604,1
cg14453321,0.08754783,0.6480736,0.518162,0.9285423,-5.531388,0.6860481,0.7470781,0.6811948,0.756683,0.004853274,-0.009604849,chrX,16668107,0.707709580559356,1
cg14453693,-0.07089645,-0.5698153,0.5698566,0.9385395,-5.57423,0.0895189,0.4485258,0.09830056,0.448379,-0.008781656,1.467352e-4,chrX,153640508,0.427404737566669,1
cg14453947,0.09243241,1.923815,0.05672027,0.6896674,-4.078768,0.133555,0.5638615,0.1906534,0.580879,-0.05709848,-0.01701749,chrX,54209211,0.109816515613916,1
cg14454242,-0.009431454,-0.09049833,0.9280405,0.9896956,-5.716762,0.8031954,0.8393218,0.7890326,0.8397441,0.01416282,-4.223503e-4,chrX,48683061,0.738581862111607,1
cg14454549,0.1171194,1.662117,0.09907107,0.7523216,-4.48989,0.06965117,0.08301971,0.067958180000000007,0.08886883,0.001692996,-0.005849115,chrX,41135632,0.177685080670354,1
cg14455991,0.05489109,0.7870642,0.43277910000000003,0.9068059,-5.441846,0.6405422,0.6841352,0.6424483,0.6884727,-0.001906076,-0.004337526,chrX,41582245,0.611245359121069,1
cg14457256,-0.139562,-1.750514,0.08255749,0.736641,-4.357356,0.7417411,0.8049278,0.7299313,0.7913433,0.01180984,0.01358455,chrX,108977252,0.0540381432695441,1
cg14457691,0.09143446,1.457795,0.1474808,0.7849511,-4.771128,0.6606002,0.5658891,0.6667846,0.5852539,-0.006184453,-0.0193648,chrX,100740937,0.249375177097936,1
cg14457844,0.04185953,0.4385412,0.661774,0.952281,-5.633792,0.8001956,0.8411903,0.808065,0.8426616,-0.007869415,-0.001471377,chrX,9342927,0.861955142019913,1
cg14460470,0.05051503,0.7318499,0.4656715,0.9158051,-5.479474,0.09359897,0.5100707,0.1317094,0.5215218,-0.03811044,-0.01145108,chrX,102942485,0.648880467639508,1
cg14460832,0.05203213,0.7579296,0.4499628,0.9109416,-5.462038,0.3685179,0.3992164,0.4026026,0.4066537,-0.03408469,-0.007437283,chrX,67654220,0.630984439892813,1
cg14460919,0.0134264,0.1442957,0.8855064,0.9875753,-5.711066,0.369522,0.2673975,0.3471569,0.2638066,0.02236509,0.003590808,chrX,147612069,0.913642625201076,1
cg14461527,0.0791564,1.128098,0.2615046,0.8570708,-5.149786,0.854246,0.8303627,0.8503119,0.8350831,0.003934041,-0.004720434,chrX,153823742,0.403424233111055,1
cg14463432,0.1703285,1.107689,0.2701875,0.8614114,-5.170134,0.0437916,0.3740176,0.07249734,0.3864557,-0.02870574,-0.01243812,chrX,136115991,0.414535172491815,1
cg14463725,-0.1538748,-1.796994,0.0748244,0.7254488,-4.285066,0.5321452,0.6146175,0.5426258,0.5973496,-0.01048063,0.01726789,chrX,118893647,0.0487091639133937,1
cg14463736,0.09372448,1.134533,0.2588079,0.8570708,-5.143295,0.2078564,0.3754824,0.1965431,0.3857864,0.01131334,-0.01030405,chrY,15817372,0.399958259709297,1
cg14464603,0.06213896,0.3076847,0.7588499,0.9704874,-5.677776,0.5486338,0.6188907,0.5569103,0.6181828,-0.00827645,7.079034e-4,chrX,152706345,0.961454843842347,1
cg14464718,-0.09723144,-0.8930672,0.3735892,0.8939128,-5.362035,0.08725887,0.3280627,0.1097214,0.3122708,-0.02246254,0.01579182,chrX,100334126,0.269678433509277,1
cg14465756,-0.196607,-1.782022,0.07724727,0.7284353,-4.308548,0.9044619,0.7337854,0.8977606,0.7119469,0.006701363,0.02183848,chrX,10209315,0.0503753532700059,1
cg14467015,-0.2233877,-2.346765,0.02055783,0.5788372,-3.297009,0.2483884,0.2660222,0.2149564,0.2418819,0.03343199,0.02414026,chrY,23757241,0.0124671428635283,1
cg14470409,0.1928031,1.178211,0.2410183,0.8465524,-5.098283,0.1699371,0.5403095,0.2106502,0.5624458,-0.04071311,-0.02213628,chrX,146993125,0.376909379213882,1
cg14471877,0.07325425,1.196937,0.2336649,0.8427461,-5.078478,0.7095198,0.5768386,0.6955039,0.584421,0.01401586,-0.007582433,chrX,46179355,0.367283772706947,1
cg14473144,0.1515346,1.698687,0.091941320000000007,0.7468577,-4.43585,0.8295864,0.8287564,0.8205046,0.8410578,0.009081837,-0.01230144,chrX,79965347,0.166662960382404,1
cg14474387,0.004354307,0.05420034,0.9568647,0.9942909,-5.719131,0.8188793,0.6576509,0.825497,0.6585869,-0.006617705,-9.359991e-4,chrX,30265050,0.845477225989957,1
cg14474963,0.05459007,0.697247,0.4869822,0.9200638,-5.501674,0.122686,0.5076664,0.1560275,0.5176249,-0.03334158,-0.009958498,chrX,133931354,0.672940170305747,1
cg14475518,0.2253,1.996477,0.04812093,0.6709373,-3.954651,0.6708518,0.7248407,0.6425044,0.753462,0.02834734,-0.02862129,chrX,141498806,0.0951692782050119,1
cg14479037,0.03066607,0.5526441,0.5815239,0.9401858,-5.582898,0.1030949,0.5218434,0.1354611,0.5248251,-0.03236621,-0.002981689,chrX,106242642,0.776894321427701,1
cg14480088,0.1464917,1.645047,0.1025488,0.7523216,-4.514731,0.7090299,0.6763859,0.6739419,0.6973008,0.035088,-0.02091492,chrX,55748460,0.183011987398023,1
cg14482918,0.03321461,0.4190362,0.6759307,0.9554561,-5.641323,0.8645672,0.8248321,0.8529058,0.8309529,0.01166136,-0.006120818,chrX,130533740,0.876686761596401,1
cg14483033,-0.01830396,-0.2219944,0.8246915,0.9822842,-5.698234,0.4372542,0.488054,0.4313555,0.479939,0.005898693,0.008114946,chrX,133108500,0.645585498361419,1
cg14483077,0.06885976,0.7281874,0.4679021,0.9160376,-5.481874,0.7281242,0.7852618,0.6859621,0.7948898,0.04216205,-0.009627988,chrX,73168280,0.651410320449769,1
cg14486641,0.02936735,0.4001125,0.6897773,0.9600245,-5.648304,0.7972098,0.8305511,0.7889199,0.8343552,0.008289885,-0.003804038,chrX,122482648,0.89102033449123,1
cg14488529,-0.1286858,-1.422266,0.157515,0.7962817,-4.816422,0.8087094,0.7051254,0.7900644,0.6863099,0.01864507,0.01881551,chrX,103105892,0.107054667972019,1
cg14492024,0.05539138,0.4670008,0.6413369,0.9501449,-5.62219,0.06262748,0.4178281,0.08364171,0.4381306,-0.02101422,-0.02030252,chrY,21729049,0.84054757757673,1
cg14492530,0.0844029,1.813351,0.07224969,0.7245185,-4.259201,0.7345557,0.4052871,0.7048714,0.4259197,0.02968437,-0.02063259,chrX,114999091,0.135430048364282,1
cg14493612,-0.1162923,-0.9337311,0.3522973,0.8894986,-5.328784,0.8517053,0.7810204,0.8458144,0.7674978,0.005890876,0.01352257,chrX,48399110,0.253113025985177,1
cg14495054,0.004138515,0.05549459,0.9558357,0.9942909,-5.719067,0.1203363,0.3239272,0.1177822,0.3251685,0.002554059,-0.001241274,chrX,139590253,0.8464495510869,1
cg14495593,-0.1142938,-0.9458263,0.3461172,0.8868544,-5.318612,0.8740985,0.7912877,0.8713774,0.7852188,0.002721138,0.006068918,chrX,27999546,0.248325485299943,1
cg14496001,-0.09115808,-1.077568,0.2833646,0.8621725,-5.199502,0.09041148,0.368466,0.09934559,0.35727,-0.008934112,0.01119604,chrX,25039203,0.200252177157922,1
cg14501260,0.02376342,0.3515244,0.7258047,0.9656909,-5.664754,0.8287918,0.6260279,0.8146637,0.6232175,0.01412809,0.002810423,chrX,114817894,0.927975276714893,1
cg14505078,-0.06433619,-0.7026757,0.483604,0.9200638,-5.498261,0.7962509,0.6642662,0.7810704,0.6478947,0.01518047,0.01637143,chrX,52840083,0.356987168112619,1
cg14505980,-0.2291462,-2.164056,0.03241956,0.6327165,-3.652176,0.9636546,0.9605351,0.9594528,0.9583023,0.004201868,0.002232803,chrX,51149711,0.020161556771697,1
cg14506668,0.07628794,0.7791112,0.4374313,0.9082184,-5.447433,0.1723498,0.5286183,0.1943832,0.5488976,-0.02203339,-0.0202793,chrX,135228853,0.616606469546651,1
cg14506716,0.1477444,1.600325,0.1121275,0.7615604,-4.578656,0.8500626,0.7930471,0.8560158,0.8038348,-0.005953214,-0.01078773,chrX,134566774,0.197527770770944,1
cg14508997,0.04929784,0.5709847,0.5690662,0.9382817,-5.57363,0.8096823,0.8284664,0.8098911,0.8326775,-2.088799e-4,-0.004211089,chrX,47475578,0.76344002150375,1
cg14510207,-0.02752959,-0.3371797,0.7365641,0.9667342,-5.669205,0.2831771,0.4153254,0.2944127,0.4137268,-0.01123557,0.001598543,chrX,52949505,0.568389657675469,1
cg14511520,0.09850667,0.958561,0.3396863,0.8856266,-5.307764,0.6463579,0.5983237,0.6269229,0.6087889,0.01943501,-0.01046519,chrX,26808456,0.50104323863963,1
cg14511553,0.02807051,0.3748896,0.7083971,0.96354359999999994,-5.657109,0.7075766,0.6929289,0.7021488,0.6895848,0.005427768,0.003344118,chrX,107366118,0.910179879754561,1
cg14511706,-0.04075056,-0.5059444,0.6138138,0.9466532,-5.605137,0.6703,0.6046187,0.6922422,0.5981299,-0.02194218,0.006488847,chrX,48792557,0.463951392403102,1
cg14513082,-0.04830637,-0.5041321,0.6150829,0.9466532,-5.605961,0.8917228,0.7469422,0.8513158,0.7381358,0.04040704,0.008806452,chrX,26210574,0.465013159751715,1
cg14513356,-0.03063253,-0.3208228,0.7488966,0.9686491,-5.674055,0.7952643,0.7342058,0.7860198,0.7344106,0.009244483,-2.048669e-4,chrX,70418417,0.579079248323067,1
cg14513804,-0.04240302,-0.6507625,0.5164304,0.9283883,-5.529819,0.05601521,0.6323967,0.1060945,0.6286133,-0.05007929,0.003783436,chrX,129040123,0.383584897587358,1
cg14514383,0.1021718,0.8497012,0.3971649,0.8987294,-5.395887,0.1491449,0.5677462,0.2350282,0.5939126,-0.08588324,-0.02616634,chrX,153234679,0.569765214711005,1
cg14514403,-1.279445e-4,-0.001363899,0.998914,0.9999613,-5.720455,0.126023,0.4078926,0.1420162,0.3995872,-0.01599313,0.008305368,chrX,25034220,0.803974487623756,1
cg14516385,-0.05930323,-1.166747,0.245601,0.8502354,-5.110258,0.05077284,0.5014389,0.08906578,0.495845,-0.03829294,0.005593889,chrX,37003934,0.171813001980136,1
cg14517340,0.1170505,3.092079,0.002466473,0.2906776,-1.586648,0.8192177,0.7660665,0.8302643,0.7792677,-0.01104657,-0.01320117,chrX,70823574,0.00652863839422031,1
cg14520288,0.158014,1.897767,0.06010318,0.6977459,-4.122217,0.7076153,0.7340889,0.6889111,0.7538375,0.01870422,-0.0197486,chrX,42862208,0.11548164162767,1
cg14520448,0.1476921,1.4485730000000001,0.1500364,0.7880736,-4.782988,0.06824682,0.5690036,0.1000316,0.586974,-0.03178483,-0.01797045,chrX,48755206,0.253030386369325,1
cg14520512,-0.03939897,-0.4671287,0.6412456,0.9501135,-5.622136,0.5229543,0.407638,0.5058288,0.4083889,0.01712544,-7.508899e-4,chrX,131547697,0.486985193324963,1
cg14520892,0.07917919,0.9905851,0.3238598,0.8815352,-5.279853,0.07079569,0.4647079,0.1207055,0.4799732,-0.04990979,-0.01526527,chrX,24711633,0.481696500026882,1
cg14522327,0.01708724,0.1529702,0.8786759,0.9875059,-5.709903,0.2527021,0.4262025,0.2602415,0.4153434,-0.0075393430000000004,0.01085913,chrX,48326779,0.920247590077248,1
cg14522841,-0.03027559,-0.377577,0.7064046,0.9627599,-5.656198,0.7848262,0.7618039,0.7892698,0.7556498,-0.004443562,0.006154007,chrX,80259162,0.542400974810273,1
cg14524840,-0.02929642,-0.4891908,0.6255898,0.9478432,-5.61264,0.7319831,0.53106660000000006,0.7162783,0.5277528,0.01570482,0.003313854,chrX,10723120,0.473818076972385,1
cg14526044,0.2538275,2.123051,0.03578151,0.6447202,-3.728265,0.8317758,0.4907846,0.8123196,0.527085,0.01945621,-0.03630034,chrY,2802103,0.073423856710971,1
cg14532322,0.1061776,0.960481,0.3387235,0.8856266,-5.306116,0.8043329,0.8269804,0.8121071,0.8352117,-0.007774208,-0.008231317,chrX,21874573,0.499871819215416,1
cg14533133,0.09694672,0.963212,0.3373571,0.8856017,-5.303766,0.1796543,0.3927271,0.1872879,0.4009311,-0.007633622,-0.008203983,chrX,144902897,0.498208104509123,1
cg14533576,0.02654325,0.2310852,0.8176379,0.9798016,-5.696377,0.1639788,0.2698481,0.1703481,0.2686906,-0.006369334,0.001157481,chrX,111325092,0.979919478176567,1
cg14533874,-0.01036787,-0.1704989,0.8649018,0.9860835,-5.707346,0.098255,0.6139797,0.1533205,0.6170629,-0.05506546,-0.003083191,chrX,54071285,0.681444244301574,1
cg14538442,-0.1503277,-1.350216,0.1794602,0.8119943,-4.904964,0.8471396,0.8069102,0.8385844,0.7968758,0.008555201,0.01003437,chrX,153605635,0.122966355955018,1
cg14538620,0.0809377,0.9909337,0.3236902,0.8815135,-5.279544,0.8346218,0.8312026,0.8198546,0.8402809,0.01476723,-0.009078304,chrX,28789516,0.481488159944473,1
cg14539516,-0.1002378,-0.8458122,0.3993226,0.8989727,-5.398842,0.3032711,0.7204575,0.3196058,0.7057814,-0.01633467,0.01467602,chrX,129114948,0.289844944892357,1
cg14539730,-0.251726,-2.208351,0.02909902,0.6120125,-3.568482,0.651209,0.6292833,0.6263956,0.5930075,0.02481337,0.03627578,chrX,151809946,0.0179897473526384,1
cg14541448,0.1893175,2.015241,0.04608955,0.6699884,-3.921904,0.07874035,0.3979378,0.1192299,0.4245739,-0.04048959,-0.02663614,chrX,23351405,0.0916528958566368,1
cg14541939,0.05162416,0.7660848,0.4451138,0.9104155,-5.456462,0.1011101,0.4944201,0.102834,0.502045,-0.001723941,-0.007624864,chrX,119005913,0.625431780098862,1
cg14542122,0.1124562,1.08031,0.2821472,0.8618397,-5.196861,0.7972565,0.5786599,0.7623407,0.5942139,0.03491588,-0.015554,chrX,119709387,0.429721471041302,1
cg14542503,0.08175524,1.28387,0.2016341,0.826089,-4.982557,0.3346536,0.3606331,0.3165282,0.3693334,0.01812545,-0.008700317,chrX,79270225,0.324631011777739,1
cg14543404,-0.08851419,-1.241234,0.2169141,0.8329222,-5.030418,0.6995,0.7540562,0.7017642,0.7475325,-0.002264163,0.006523791,chrX,152957583,0.150470285548451,1
cg14544514,0.1514218,1.368528,0.1736757,0.8098942,-4.882881,0.2047114,0.5942358,0.2309044,0.6132221,-0.02619294,-0.01898634,chrX,134138291,0.286326046516822,1
cg14546768,0.01943152,0.2325217,0.8165247,0.9794159,-5.696077,0.7116518,0.8046868,0.7090127,0.8088863,0.0026391,-0.004199523,chrX,13633659,0.981018899726566,1
cg14550383,0.01026964,0.1239307,0.9015752,0.9885642,-5.713529,0.1146807,0.4856222,0.1371891,0.4842606,-0.02250837,0.001361595,chrX,23801656,0.89816045680407,1
cg14556695,-0.09300316,-0.844225,0.4002053,0.8989727,-5.400044,0.1663409,0.4784342,0.1657017,0.4639516,6.392726e-4,0.01448268,chrX,102319347,0.290539475359246,1
cg14559514,0.1265186,1.429006,0.1555722,0.7962817,-4.807912,0.8102395,0.8071295,0.7923762,0.8183281,0.01786337,-0.01119855,chrX,9803020,0.260909077168662,1
cg14562337,0.02775582,0.3760105,0.7075658,0.9632846,-5.656729,0.8281844,0.7723308,0.8135743,0.7744535,0.01461008,-0.00212269,chrX,73437943,0.909327239744075,1
cg14562990,0.08935033,0.9607261,0.3386007,0.8856266,-5.305905,0.1227086,0.34756,0.1240943,0.3577762,-0.001385692,-0.0102162,chrX,140271626,0.499722384892938,1
cg14564630,0.01435733,0.2256153,0.8218803,0.9814004,-5.697503,0.5396417,0.6311637,0.5439574,0.6336164,-0.004315625,-0.0024527,chrX,53297608,0.975733471401672,1
cg14565499,-0.02938141,-0.322116,0.7479192,0.9683874,-5.67368,0.710201,0.7176755,0.6786537,0.7100868,0.03154732,0.007588616,chrX,133970618,0.578230687145685,1
cg14565970,0.07268903,0.7548926,0.4517764,0.9112131,-5.4641,0.8319741,0.8560329,0.8206545,0.8642357,0.01131957,-0.008202802,chrX,111904690,0.63305761012752,1
cg14569263,-0.0996946,-1.5269760000000001,0.1293699,0.7769787,-4.679853,0.6728882,0.5627712,0.6505652,0.5530627,0.02232303,0.009708477,chrX,48194009,0.0868885359597816,1
cg14570191,0.0214624,0.1845941,0.8538557,0.9845334,-5.70509,0.8474697,0.7931688,0.8371559,0.7924326,0.01031384,7.36192e-4,chrX,9907615,0.94436999620526,1
cg14570389,-0.1043155,-0.9439196,0.3470867,0.8873455,-5.320224,0.2223493,0.4255723,0.2335192,0.4136923,-0.01116988,0.01187998,chrX,131351543,0.249075962533938,1
cg14570398,0.1820495,2.079131,0.0397122,0.6546161,-3.808275,0.6431239,0.5849903,0.6196816,0.614192,0.02344234,-0.02920172,chrX,23713188,0.0804561695383228,1
cg14573802,0.1144741,1.183229,0.2390318,0.8457632,-5.093006,0.8121913,0.8484363,0.8236828,0.8592287,-0.01149148,-0.01079243,chrX,21817286,0.37431487253463003,1
cg14574372,-0.06063917,-1.027554,0.3062042,0.8712471,-5.246513,0.8365768,0.7418603,0.8291937,0.7327744,0.007383153,0.009085863,chrX,154235585,0.217633752067736,1
cg14576433,-0.04774117,-0.5289471,0.5978086,0.943862,-5.594427,0.7746773,0.7460287,0.7728016,0.7402728,0.001875636,0.005755898,chrX,69349643,0.450592779106127,1
cg14580103,-0.2395725,-1.742737,0.08391338,0.736641,-4.369278,0.7179719,0.6948948,0.7094331,0.6630639,0.00853877,0.03183087,chrX,149936851,0.0549756531243888,1
cg14583361,-0.0218137,-0.2306802,0.8179518,0.9799744,-5.696461,0.8153391,0.7736336,0.8023935,0.7702171,0.01294556,0.003416543,chrX,146333027,0.639614698987128,1
cg14584073,0.04297931,0.32692,0.7442918,0.9680938,-5.672275,0.6505775,0.7317161,0.6332777,0.7338907,0.01729983,-0.002174661,chrX,102118625,0.946753323141656,1
cg14586560,0.146008,1.688292,0.09392418,0.7476652,-4.451325,0.1189624,0.5107352,0.1655637,0.5299349,-0.04660136,-0.01919975,chrX,133118453,0.169742359666512,1
cg14586909,-0.1025378,-1.513471,0.1327609,0.7780266,-4.69799,0.8539679,0.8811431,0.8565422,0.8745335,-0.002574327,0.006609601,chrX,68923235,0.0893029861092691,1
cg14587850,0.0570305,0.4531981,0.6512156,0.9515859,-5.627907,0.7545232,0.7918345,0.7310308,0.8004318,0.02349245,-0.008597294,chrX,37542128,0.850916390314586,1
cg14587978,-0.03573938,-0.3303716,0.741689,0.9675048,-5.671253,0.7788457,0.8006365,0.7562822,0.7949865,0.02256356,0.005649937,chrX,26765701,0.572827426752304,1
cg14589411,-0.08167398,-1.060467,0.2910389,0.8678289,-5.215822,0.1592274,0.4768457,0.1749537,0.4599742,-0.01572621,0.01687145,chrX,118630414,0.206077565770279,1
cg14590681,-0.01040227,-0.1078403,0.9143005,0.989164,-5.715211,0.08570206,0.388538,0.1066833,0.3913361,-0.02098121,-0.002798067,chrX,110925197,0.726059775914376,1
cg14592807,-0.2349544,-2.254596,0.02595238,0.6066185,-3.47945,0.8546252,0.7065861,0.8486827,0.6792082,0.00594255,0.02737794,chrX,27481416,0.0159437102258312,1
cg14596086,-0.004971501,-0.05343137,0.9574761,0.9944112,-5.719168,0.09859617,0.5251444,0.1379596,0.529324,-0.03936347,-0.004179549,chrX,134156271,0.765576574840288,1
cg14601272,0.0165804,0.1885002,0.8507995,0.984156,-5.704433,0.4048825,0.3703935,0.3969111,0.3699252,0.00797132,4.683078e-4,chrX,107969114,0.947353527661069,1
cg14601312,-0.01269486,-0.1273114,0.8989047,0.9885642,-5.713146,0.1127014,0.4252194,0.1246858,0.4265357,-0.01198448,-0.001316266,chrX,135333917,0.712087204351607,1
cg14602622,-0.02230558,-0.2211051,0.8253823,0.9823218,-5.698411,0.68692279999999994,0.7212754,0.6676315,0.7166151,0.01929125,0.004660264,chrX,105064204,0.646198121177821,1
cg14603520,-0.02603945,-0.3020481,0.7631326,0.9711558,-5.679325,0.2504546,0.5201546,0.2664217,0.5208067,-0.01596712,-6.520454e-4,chrX,152760248,0.591464028142823,1
cg14604474,0.1500338,1.151542,0.2517738,0.8555589,-5.125964,0.2061746,0.2942404,0.1906856,0.3165692,0.01548905,-0.02232877,chrX,133507642,0.390883596203339,1
cg14605748,0.08950284,0.8074401,0.4209932,0.9030717,-5.427277,0.8136165,0.6790839,0.7967546,0.6988085,0.01686191,-0.01972454,chrX,112066508,0.597605229145714,1
cg14606567,0.1507017,1.529766,0.1286779,0.7769787,-4.676087,0.6928669,0.6436176,0.6719787,0.6637799,0.02088819,-0.0201623,chrX,132286308,0.222114373602902,1
cg14607533,0.1654707,1.520847,0.1309002,0.7769787,-4.688103,0.1492095,0.4348881,0.1568988,0.45424,-0.007689289,-0.01935193,chrX,149530607,0.225371826702417,1
cg14608910,0.1606676,1.423541,0.1571462,0.7962817,-4.814816,0.9178255,0.9120775,0.9092795,0.9220257,0.008546009,-0.009948201,chrX,44687418,0.263139562988342,1
cg14609180,0.09960041,1.025305,0.3072595,0.8720673,-5.248576,0.8372914,0.7119905,0.8248139,0.7283421,0.01247753,-0.01635155,chrX,133210325,0.4611888734026,1
cg14611964,0.09936343,0.8750682,0.3832659,0.8974138,-5.376287,0.6372084,0.6661994,0.6117033,0.6818578,0.02550516,-0.01565832,chrX,85991198,0.553357068949031,1
cg14613870,0.1223653,1.056144,0.293001,0.8678289,-5.219907,0.7224189,0.7619408,0.7260746,0.7783014,-0.003655722,-0.0163606,chrX,153907845,0.443390219517927,1
cg14616311,0.0944393,1.002489,0.3181029,0.8800743,-5.269249,0.6829348,0.5318239,0.6570337,0.544991,0.02590104,-0.01316711,chrX,84620749,0.474609987816198,1
cg14621531,0.1172313,1.20656,0.2299491,0.8407619,-5.068182,0.1036388,0.09245996,0.1174372,0.0988372,-0.01379844,-0.006377238,chrX,13707062,0.36239745040311,1
cg14622451,-0.1172731,-1.157323,0.2494138,0.8525332,-5.120016,0.887355,0.7942977,0.8966126,0.7777007,-0.0092576,0.01659708,chrX,9429325,0.174667163123695,1
cg14622502,-0.0403559,-0.4762984,0.6347185,0.9490001,-5.618242,0.8488986,0.8528998,0.820756,0.8503162,0.02814264,0.002583614,chrX,13327975,0.481488650267221,1
cg14622782,0.08623086,0.6916283,0.4904922,0.9210763,-5.505178,0.1257741,0.308545,0.1462769,0.3153321,-0.02050279,-0.00678707,chrX,41782111,0.676879524464009,1
cg14622815,0.1550493,1.719749,0.08802808,0.7411957,-4.40422,0.891947,0.7449329,0.8832604,0.7695158,0.008686562,-0.0245829,chrX,131546074,0.160552623292755,1
cg14623858,-0.04460033,-0.5438598,0.587536,0.941549,-5.58723,0.8350831,0.7631497,0.8317367,0.7536514,0.003346367,0.009498327,chrX,107307862,0.442050048661319,1
cg14624130,-0.0270179,-0.3534495,0.7243649,0.9653046,-5.664143,0.8141406,0.8263862,0.80198,0.8255568,0.01216066,8.294702e-4,chrX,65267406,0.557851496408683,1
cg14625604,0.1234831,1.290192,0.1994375,0.8251182,-4.975325,0.07073096,0.4355863,0.07911943,0.4545654,-0.008388478,-0.01897906,chrX,118708625,0.321660247542911,1
cg14627317,0.02861831,0.3636877,0.7167242,0.9646883,-5.660835,0.8681752,0.69592,0.8505609,0.7015451,0.01761426,-0.005625088,chrX,100099188,0.91870640183821894,1
cg14629010,0.01876802,0.1067137,0.9151924,0.989166,-5.71532,0.6734487,0.72715,0.737218,0.7334167,-0.06376925,-0.006266746,chrX,47229908,0.885101437742821,1
cg14630937,-0.07781443,-0.998038,0.3202474,0.8800743,-5.273228,0.5369609,0.5678832,0.536782,0.5521528,1.788841e-4,0.01573037,chrX,75045905,0.228387211006347,1
cg14634094,0.01273317,0.1453958,0.8846396,0.9875738,-5.710922,0.509532,0.5850366,0.5147336,0.585923,-0.005201559,-8.863347e-4,chrX,71361297,0.914479946237481,1
cg14634755,0.008065037,0.09016333,0.9283061,0.9896956,-5.716789,0.8033999,0.8391897,0.822371,0.8377516,-0.01897105,0.001438071,chrX,42034018,0.872577363936901,1
cg14635386,0.05681018,0.564257,0.5736209,0.9394135,-5.577064,0.6766225,0.6794627,0.6678536,0.6972056,0.008768986,-0.01774292,chrX,137708902,0.768367275520039,1
cg14636986,-0.04662266,-0.6772446,0.4995401,0.9224143,-5.514021,0.8557416,0.8741613,0.8624676,0.8712172,-0.00672607,0.002944018,chrX,40216492,0.369868441699769,1
cg14637830,0.1393144,1.397308,0.1648713,0.8039408,-4.847596,0.8481484,0.8274341,0.8497846,0.8393753,-0.001636242,-0.01194124,chrX,153692253,0.274029294134042,1
cg14641027,0.1462561,1.528866,0.1289008,0.7769787,-4.677302,0.07785205,0.2337398,0.08185714,0.2432555,-0.004005084,-0.0095157,chrX,92929176,0.222441539408743,1
cg14642832,-0.02623748,-0.2550528,0.7991142,0.9775519,-5.691125,0.1464617,0.5904396,0.1648873,0.5907677,-0.0184256,-3.281405e-4,chrX,135963137,0.622985673212642,1
cg14642882,0.04647508,0.5412093,0.5893558,0.9420183,-5.588524,0.6451539,0.6799815,0.6373267,0.6777287,0.007827269,0.002252798,chrX,101853499,0.785316947191297,1
cg14648036,0.1306848,1.764505,0.08016369,0.7358255,-4.3357849999999996,0.1449742,0.3714299,0.1443767,0.3844224,5.974716e-4,-0.01299248,chrX,62966383,0.148132573934594,1
cg14650081,0.3103614,3.09599,0.002436546,0.2906776,-1.576614,0.6117839,0.6177478,0.6030257,0.6627324,0.008758254,-0.0449846,chrX,68835112,0.00645492513497675,1
cg14650738,-0.009265052,-0.1093788,0.9130828,0.9890856,-5.71506,0.84979,0.8361202,0.8455295,0.835944,0.004260485,1.762096e-4,chrX,108961002,0.724952344706898,1
cg14651363,0.1205545,2.298331,0.02325479,0.5903445,-3.393707,0.2271926,0.6315382,0.2779309,0.647622,-0.05073825,-0.01608379,chrX,99665313,0.0501866597762914,1
cg14651378,0.05101024,0.5879016,0.5576911,0.9350841,-5.564814,0.3979035,0.5153934,0.4418661,0.5035255,-0.04396262,0.01186788,chrX,128883298,0.751093041317591,1
