Table S1: A list of CpG sites with methylation patterns in Figure 1 & Additional file 1: Fig. S1,,
cpg,color,pattern
cg07313078,grey,rest
cg07314984,grey,rest
cg07318999,grey,rest
cg07320017,red,A
cg07342016,red,A
cg07343739,red,A
cg07349006,black,C
cg07352612,black,C
cg07354666,red,A
cg07356189,black,C
cg07358738,black,C
cg07368951,red,A
cg07374632,red,A
cg07382899,red,A
cg07388156,red,A
cg07388258,red,A
cg07390373,grey,rest
cg07392722,black,C
cg07395961,grey,rest
cg07398429,black,C
cg07409400,grey,rest
cg07418809,grey,rest
cg07419178,black,C
cg07419680,red,A
cg07422795,purple,D
cg07427073,black,C
cg07428182,red,A
cg07434817,red,A
cg07438602,black,C
cg07439208,black,C
cg07442775,purple,D
cg07447868,red,A
cg07449205,red,A
cg07449620,grey,rest
cg07452499,purple,D
cg07452997,grey,rest
cg07457143,black,C
cg07459438,black,C
cg07462256,red,A
cg07463743,grey,rest
cg07464229,black,C
cg07468307,grey,rest
cg07468552,black,C
cg07469691,grey,rest
cg07470526,black,C
cg07471703,black,C
cg07473550,red,A
cg07480829,red,A
cg07483816,black,C
cg07483970,grey,rest
cg07489003,grey,rest
cg07492878,red,A
cg07495946,black,C
cg07496966,grey,rest
cg07507339,red,A
cg07508090,red,A
cg07520976,black,C
cg07525100,red,A
cg07526675,grey,rest
cg07549474,grey,rest
cg07556193,black,C
cg07559438,grey,rest
cg07570652,grey,rest
cg07573912,red,A
cg07581973,red,A
cg07590102,black,C
cg07592828,black,C
cg07601068,purple,D
cg07605754,red,A
cg07608505,red,A
cg07621042,black,C
cg07629996,red,A
cg07635888,red,A
cg07642259,red,A
cg07649160,red,A
cg07650640,grey,rest
cg07653550,black,C
cg07653699,red,A
cg07654896,grey,rest
cg07660381,grey,rest
cg07662137,black,C
cg07672452,black,C
cg07673466,grey,rest
cg07674520,red,A
cg07679432,grey,rest
cg07679571,purple,D
cg07681139,red,A
cg07681653,grey,rest
cg07688234,grey,rest
cg07692215,black,C
cg07694085,red,A
cg07695603,black,C
cg07713026,red,A
cg07734869,red,A
cg07746818,grey,rest
cg07749147,red,A
cg07749485,red,A
cg07752550,black,C
cg07755264,grey,rest
cg07756708,black,C
cg07759587,grey,rest
cg07761273,black,C
cg07761358,red,A
cg07764473,grey,rest
cg07764932,purple,D
cg07767690,red,A
cg07768177,red,A
cg07768843,grey,rest
cg07769622,black,C
cg07770093,grey,rest
cg07774424,grey,rest
cg07776419,grey,rest
cg07780118,red,A
cg07780544,grey,rest
cg07780887,black,C
cg07792041,red,A
cg07792400,red,A
cg07796014,red,A
cg07799491,red,A
cg07801607,purple,D
cg07804196,grey,rest
cg07806797,black,C
cg07809144,black,C
cg07811386,red,A
cg07812390,grey,rest
cg07818713,purple,D
cg07820420,red,A
cg07824128,red,A
cg07824317,red,A
cg07824412,black,C
cg07826058,red,A
cg07830469,red,A
cg07839376,black,C
cg07845764,black,C
cg07847989,grey,rest
cg07859138,grey,rest
cg07861014,black,C
cg07863318,red,A
cg07864948,black,C
cg07865294,grey,rest
cg07869461,red,A
cg07870985,red,A
cg07874284,red,A
cg07874445,grey,rest
cg07876586,red,A
cg07881342,black,C
cg07882687,black,C
cg07885785,grey,rest
cg07890967,grey,rest
cg07892139,black,C
cg07897414,grey,rest
cg07903246,black,C
cg07903515,black,C
cg07906564,red,A
cg07907859,green,B
cg07908142,grey,rest
cg07910919,black,C
cg07911140,grey,rest
cg07911663,red,A
cg07917796,green,B
cg07919695,black,C
cg07924363,grey,rest
cg07929447,black,C
cg07933757,red,A
cg07934503,grey,rest
cg07940380,red,A
cg07940804,black,C
cg07946392,black,C
cg07946630,red,A
cg07951921,black,C
cg07952579,black,C
cg07971493,grey,rest
cg07975691,black,C
cg07979856,black,C
cg07980716,black,C
cg07980988,grey,rest
cg07981033,purple,D
cg07983304,black,C
cg07983986,black,C
cg07984302,grey,rest
cg07987169,red,A
cg07989638,black,C
cg08021299,black,C
cg08023692,black,C
cg08046324,red,A
cg08057040,black,C
cg08060890,black,C
cg08061308,black,C
cg08062822,red,A
cg08065271,red,A
cg08065501,red,A
cg08070147,red,A
cg08071770,black,C
cg08073365,black,C
cg08076508,red,A
cg08076987,green,B
cg08081144,red,A
cg08085487,black,C
cg08087512,red,A
cg08087911,red,A
cg08089354,black,C
cg08093211,red,A
cg08096166,black,C
cg08097522,black,C
cg08098127,black,C
cg08099387,red,A
cg08103876,grey,rest
cg08104711,red,A
cg08105512,black,C
cg08113756,red,A
cg08115220,red,A
cg08117103,black,C
cg08118032,red,A
cg08118341,red,A
cg08119295,grey,rest
cg08119631,grey,rest
cg08122495,grey,rest
cg08126551,black,C
cg08129292,black,C
cg08130682,red,A
cg08136916,black,C
cg08139636,purple,D
cg08141518,black,C
cg08143197,black,C
cg08143561,green,B
cg08145178,grey,rest
cg08150745,black,C
cg08156775,grey,rest
cg08159444,grey,rest
cg08167097,black,C
cg08168768,grey,rest
cg08177445,purple,D
cg08195028,green,B
cg08195522,red,A
cg08195538,red,A
cg08196960,green,B
cg08207582,black,C
cg08209743,grey,rest
cg08209935,grey,rest
cg08214328,green,B
cg08214610,red,A
cg08221357,red,A
cg08222221,red,A
cg08222309,grey,rest
cg08236172,grey,rest
cg08238865,black,C
cg08239458,red,A
cg08242820,black,C
cg08248532,red,A
cg08255147,grey,rest
cg08261807,black,C
cg08262933,red,A
cg08264124,black,C
cg08264725,black,C
cg08266027,black,C
cg08275242,red,A
cg08275726,grey,rest
cg08279496,grey,rest
cg08280623,red,A
cg08284207,black,C
cg08291487,grey,rest
cg08292505,black,C
cg08300622,red,A
cg08302695,grey,rest
cg08304428,grey,rest
cg08310277,red,A
cg08316488,black,C
cg08318837,red,A
cg08324796,grey,rest
cg08327779,black,C
cg08327960,red,A
cg08329683,black,C
cg08333400,grey,rest
cg08338641,red,A
cg08340885,grey,rest
cg08341791,grey,rest
cg08342708,black,C
cg08348649,red,A
cg08349204,red,A
cg08352336,grey,rest
cg08355317,purple,D
cg08372291,red,A
cg08382577,red,A
cg08394018,black,C
cg08395108,red,A
cg08395842,green,B
cg08401365,purple,D
cg08407553,black,C
cg08408490,grey,rest
cg08409066,black,C
cg08409482,red,A
cg08416046,grey,rest
cg08418115,black,C
cg08430222,green,B
cg08434396,red,A
cg08435532,red,A
cg08437035,grey,rest
cg08448931,black,C
cg08456124,black,C
cg08456555,purple,D
cg08457610,black,C
cg08458068,grey,rest
cg08460331,grey,rest
cg08461617,red,A
cg08468443,grey,rest
cg08470131,red,A
cg08476892,red,A
cg08480367,grey,rest
cg08491357,red,A
cg08496601,red,A
cg08498653,black,C
cg08510401,black,C
cg08513688,grey,rest
cg08530364,black,C
cg08559914,black,C
cg08560117,red,A
cg08573069,red,A
cg08575950,black,C
cg08577442,black,C
cg08580380,black,C
cg08585558,black,C
cg08586423,grey,rest
cg08587717,red,A
cg08590378,grey,rest
cg08591489,red,A
cg08609845,green,B
cg08610278,red,A
cg08611651,red,A
cg08612317,black,C
cg08614574,purple,D
cg08617337,black,C
cg08623129,grey,rest
cg08625693,black,C
cg08627270,grey,rest
cg08627621,black,C
cg08630881,grey,rest
cg08633697,grey,rest
cg08634339,red,A
cg08638354,red,A
cg08641506,black,C
cg08642787,red,A
cg08645737,red,A
cg08656747,red,A
cg08663085,red,A
cg08664054,purple,D
cg08671330,grey,rest
cg08673814,red,A
cg08674227,grey,rest
cg08680085,red,A
cg08681413,grey,rest
cg08689445,grey,rest
cg08690835,grey,rest
cg08691687,green,B
cg08693325,black,C
cg08695223,red,A
cg08697944,red,A
cg08698436,grey,rest
cg08699828,grey,rest
cg08700291,black,C
cg08704320,black,C
cg08707617,purple,D
cg08710238,grey,rest
cg08711530,grey,rest
cg08722366,black,C
cg08723064,purple,D
cg08728127,grey,rest
cg08729658,red,A
cg08744017,grey,rest
cg08750061,grey,rest
cg08750326,grey,rest
cg08757314,green,B
cg08758558,green,B
cg08759036,red,A
cg08760398,red,A
cg08761350,red,A
cg08762253,black,C
cg08769559,grey,rest
cg08772684,grey,rest
cg08774483,red,A
cg08778681,red,A
cg08779783,red,A
cg08782677,red,A
cg08783735,black,C
cg08785133,red,A
cg08786860,red,A
cg08791322,grey,rest
cg08791697,red,A
cg08792260,red,A
cg08796997,grey,rest
cg08800033,red,A
cg08800499,black,C
cg08812937,purple,D
cg08814148,red,A
cg08814772,black,C
cg08815337,grey,rest
cg08819482,black,C
cg08822676,red,A
cg08823898,grey,rest
cg08826497,grey,rest
cg08836298,red,A
cg08841290,red,A
cg08842373,black,C
cg08843314,black,C
cg08846002,red,A
cg08848171,red,A
cg08855111,red,A
cg08860608,red,A
cg08862109,black,C
cg08867267,black,C
cg08867430,black,C
cg08871010,grey,rest
cg08871573,black,C
cg08872581,red,A
cg08873063,red,A
cg08874821,red,A
cg08881159,green,B
cg08884343,black,C
cg08902818,red,A
cg08929402,grey,rest
cg08951164,black,C
cg08955859,red,A
cg08959724,black,C
cg08960045,grey,rest
cg08963265,red,A
cg08965337,red,A
cg08967108,black,C
cg08967287,black,C
cg08973369,grey,rest
cg08973646,red,A
cg08975046,black,C
cg08983668,red,A
cg08990057,green,B
cg08991015,red,A
cg08992687,black,C
cg09005457,black,C
cg09006810,red,A
cg09012264,grey,rest
cg09013091,red,A
cg09016994,black,C
cg09025943,grey,rest
cg09026179,red,A
cg09031836,red,A
cg09035532,black,C
cg09038347,black,C
cg09039264,grey,rest
cg09045008,black,C
cg09049140,black,C
cg09049334,black,C
cg09049751,grey,rest
cg09050238,black,C
cg09054333,red,A
cg09055214,black,C
cg09055253,red,A
cg09058241,red,A
cg09062995,black,C
cg09063705,black,C
cg09070095,red,A
cg09074544,grey,rest
cg09075057,black,C
cg09075063,green,B
cg09076540,grey,rest
cg09076821,grey,rest
cg09086179,red,A
cg09092713,red,A
cg09094355,green,B
cg09099391,black,C
cg09099637,black,C
cg09106468,grey,rest
cg09107157,black,C
cg09119244,red,A
cg09119688,red,A
cg09125286,black,C
cg09127325,black,C
cg09137745,black,C
cg09139762,black,C
cg09140084,grey,rest
cg09143059,black,C
cg09144786,red,A
cg09159751,black,C
cg09163457,red,A
cg09167861,red,A
cg09176853,red,A
cg09182733,grey,rest
cg09186478,red,A
cg09192294,purple,D
cg09192327,green,B
cg09195491,red,A
cg09197234,red,A
cg09202373,red,A
cg09208571,red,A
cg09209584,grey,rest
cg09210088,black,C
cg09213780,black,C
cg09226411,grey,rest
cg09227616,red,A
cg09231482,red,A
cg09234578,red,A
cg09238868,grey,rest
cg09250703,green,B
cg09252204,red,A
cg09253663,red,A
cg09261015,red,A
cg09271603,red,A
cg09275137,grey,rest
cg09277772,red,A
cg09278708,red,A
cg09284266,red,A
cg09284509,purple,D
cg09286880,grey,rest
cg09287459,red,A
cg09293857,green,B
cg09294666,black,C
cg09300343,grey,rest
cg09300348,red,A
cg09302010,red,A
cg09307237,black,C
cg09319393,red,A
cg09324116,green,B
cg09326448,red,A
cg09331780,grey,rest
cg09335829,black,C
cg09336260,red,A
cg09340741,red,A
cg09342877,black,C
cg09344532,black,C
cg09354738,red,A
cg09354838,black,C
cg09364317,black,C
cg09368035,grey,rest
cg09370051,red,A
cg09370183,grey,rest
cg09385630,red,A
cg09407507,grey,rest
cg09407693,grey,rest
cg09407917,red,A
cg09413198,black,C
cg09418035,red,A
cg09418568,black,C
cg09418623,red,A
cg09424271,grey,rest
cg09440563,grey,rest
cg09445383,red,A
cg09455225,grey,rest
cg09475041,grey,rest
cg09479579,green,B
cg09483847,grey,rest
cg09484077,black,C
cg09500531,red,A
cg09510036,grey,rest
cg09515442,red,A
cg09517019,red,A
cg09520212,red,A
cg09526164,red,A
cg09536390,grey,rest
cg09536652,red,A
cg09541777,black,C
cg09553014,red,A
cg09554224,green,B
cg09562455,grey,rest
cg09569581,black,C
cg09581098,red,A
cg09598844,red,A
cg09599027,black,C
cg09608545,grey,rest
cg09614279,grey,rest
cg09614750,grey,rest
cg09625066,black,C
cg09626131,grey,rest
cg09628099,red,A
cg09641151,grey,rest
cg09655938,green,B
cg09655957,grey,rest
cg09661041,black,C
cg09662069,black,C
cg09662907,red,A
cg09665351,grey,rest
cg09665904,green,B
cg09673206,red,A
cg09676788,grey,rest
cg09687634,black,C
cg09703824,red,A
cg09719466,purple,D
cg09720420,red,A
cg09721969,black,C
cg09724624,red,A
cg09725439,red,A
cg09728400,black,C
cg09735782,red,A
cg09738064,grey,rest
cg09740875,grey,rest
cg09743261,red,A
cg09760728,red,A
cg09761247,grey,rest
cg09761980,grey,rest
cg09764075,grey,rest
cg09764658,black,C
cg09768654,grey,rest
cg09773769,grey,rest
cg09778422,red,A
cg09781635,red,A
cg09781791,black,C
cg09789474,grey,rest
cg09791535,purple,D
cg09793827,red,A
cg09797516,black,C
cg09800105,black,C
cg09809869,black,C
cg09810818,grey,rest
cg09810925,grey,rest
cg09815545,red,A
cg09820479,purple,D
cg09824104,red,A
cg09826544,black,C
cg09841635,green,B
cg09849772,black,C
cg09867302,red,A
cg09875833,grey,rest
cg09877299,black,C
cg09891468,black,C
cg09892236,black,C
cg09893016,black,C
cg09895626,black,C
cg09909750,red,A
cg09912589,grey,rest
cg09912841,red,A
cg09920632,red,A
cg09923855,red,A
cg09929941,black,C
cg09935073,red,A
cg09946139,grey,rest
cg09950034,red,A
cg09953945,black,C
cg09963125,grey,rest
cg09966745,red,A
cg09971892,purple,D
cg09974287,black,C
cg09975171,red,A
cg09979033,black,C
cg09981999,black,C
cg09989237,black,C
cg09991056,red,A
cg09998101,black,C
cg10001778,red,A
cg10001949,red,A
cg10008347,red,A
cg10009003,red,A
cg10009830,red,A
cg10013491,black,C
cg10014219,grey,rest
cg10016783,red,A
cg10018458,red,A
cg10021693,grey,rest
cg10026671,red,A
cg10028049,purple,D
cg10030436,red,A
cg10039267,purple,D
cg10043957,black,C
cg10055173,red,A
cg10055320,grey,rest
cg10058095,black,C
cg10058598,black,C
cg10060499,black,C
cg10061736,grey,rest
cg10062550,black,C
cg10063227,grey,rest
cg10066684,grey,rest
cg10070741,black,C
cg10072574,red,A
cg10073470,black,C
cg10076009,red,A
cg10079981,black,C
cg10082114,red,A
cg10084932,black,C
cg10089642,grey,rest
cg10090585,red,A
cg10091155,black,C
cg10094509,grey,rest
cg10098570,green,B
cg10101479,red,A
cg10102167,red,A
cg10103387,black,C
cg10104771,black,C
cg10105723,black,C
cg10105844,red,A
cg10127415,grey,rest
cg10127939,red,A
cg10142252,grey,rest
cg10143752,black,C
cg10149978,black,C
cg10149996,grey,rest
cg10153260,black,C
cg10155200,black,C
cg10155960,red,A
cg10159238,grey,rest
cg10162698,black,C
cg10163050,grey,rest
cg10164191,grey,rest
cg10165710,grey,rest
cg10170893,red,A
cg10174816,red,A
cg10188659,black,C
cg10191725,red,A
cg10194937,black,C
cg10196665,grey,rest
cg10197734,grey,rest
cg10199730,black,C
cg10207530,red,A
cg10208578,black,C
cg10208654,red,A
cg10237576,red,A
cg10246296,green,B
cg10256662,red,A
cg10258730,grey,rest
cg10259191,purple,D
cg10261228,black,C
cg10262485,grey,rest
cg10273882,red,A
cg10275056,grey,rest
cg10276171,black,C
cg10276549,grey,rest
cg10277365,red,A
cg10281055,black,C
cg10288121,black,C
cg10290730,black,C
cg10293293,red,A
cg10293967,red,A
cg10300301,grey,rest
cg10301657,black,C
cg10305805,green,B
cg10306780,red,A
cg10310824,red,A
cg10318351,red,A
cg10320061,red,A
cg10320265,black,C
cg10321196,grey,rest
cg10321766,green,B
cg10321928,red,A
cg10339201,black,C
cg10349665,black,C
cg10349721,black,C
cg10361547,purple,D
cg10401803,red,A
cg10403109,red,A
cg10407245,red,A
cg10408673,black,C
cg10417559,black,C
cg10418630,red,A
cg10420746,grey,rest
cg10421691,black,C
cg10423328,grey,rest
cg10425032,grey,rest
cg10426500,red,A
cg10428230,grey,rest
cg10430126,green,B
cg10432310,red,A
cg10436191,grey,rest
cg10440516,grey,rest
cg10443532,red,A
cg10444261,green,B
cg10446009,red,A
cg10448608,red,A
cg10455133,red,A
cg10461324,black,C
cg10462174,grey,rest
cg10468737,black,C
cg10474871,purple,D
cg10475690,black,C
cg10476451,black,C
cg10476980,black,C
cg10477471,black,C
cg10479459,purple,D
cg10479992,black,C
cg10489414,black,C
cg10494806,grey,rest
cg10501443,green,B
cg10503697,black,C
cg10509982,black,C
cg10511972,red,A
cg10512285,red,A
cg10513418,red,A
cg10519228,red,A
cg10521948,grey,rest
cg10526888,red,A
cg10530128,red,A
cg10530171,grey,rest
cg10530733,grey,rest
cg10531088,grey,rest
cg10535814,grey,rest
cg10536534,red,A
cg10537079,black,C
cg10538243,red,A
cg10541169,red,A
cg10542519,grey,rest
cg10543257,red,A
cg10549497,black,C
cg10549828,red,A
cg10552586,black,C
cg10555205,black,C
cg10559220,grey,rest
cg10559351,black,C
cg10560144,red,A
cg10573235,grey,rest
cg10575170,red,A
cg10576274,green,B
cg10576817,red,A
cg10579193,red,A
cg10581449,red,A
cg10582833,black,C
cg10584819,grey,rest
cg10587583,black,C
cg10587888,black,C
cg10587989,grey,rest
cg10591659,grey,rest
cg10593416,red,A
cg10602162,grey,rest
cg10607675,grey,rest
cg10622102,black,C
cg10622126,black,C
cg10627583,black,C
cg10634358,black,C
cg10640004,grey,rest
cg10645377,grey,rest
cg10646076,red,A
cg10646080,grey,rest
cg10647025,grey,rest
cg10649042,red,A
cg10649458,black,C
cg10673213,red,A
cg10674511,grey,rest
cg10694252,grey,rest
cg10700483,black,C
cg10709704,red,A
cg10710494,grey,rest
cg10712678,black,C
cg10717754,grey,rest
cg10721855,black,C
cg10723245,red,A
cg10723556,red,A
cg10729169,red,A
cg10729706,black,C
cg10743239,grey,rest
cg10773531,black,C
cg10774723,black,C
cg10775576,grey,rest
cg10776372,grey,rest
cg10779454,black,C
cg10783042,red,A
cg10786329,grey,rest
cg10786986,grey,rest
cg10789170,purple,D
cg10794473,grey,rest
cg10796603,red,A
cg10800483,grey,rest
cg10801213,red,A
cg10811052,grey,rest
cg10818284,red,A
cg10839723,grey,rest
cg10840597,black,C
cg10841064,black,C
cg10841338,grey,rest
cg10846614,grey,rest
cg10857345,black,C
cg10857887,red,A
cg10858077,black,C
cg10858432,black,C
cg10860270,black,C
cg10860521,grey,rest
cg10864286,red,A
cg10867226,black,C
cg10868293,black,C
cg10869271,red,A
cg10871000,red,A
cg10871818,black,C
cg10894453,red,A
cg10899660,grey,rest
cg10900417,grey,rest
cg10902968,grey,rest
cg10906138,red,A
cg10906663,black,C
cg10907112,grey,rest
cg10910730,grey,rest
cg10913227,grey,rest
cg10916556,black,C
cg10926623,green,B
cg10950297,red,A
cg10970028,grey,rest
cg10981178,red,A
cg10982861,grey,rest
cg10985943,grey,rest
cg10990357,black,C
cg10994247,red,A
cg10996370,black,C
cg10997274,black,C
cg10999701,grey,rest
cg11001470,grey,rest
cg11014998,red,A
cg11016745,red,A
cg11019134,black,C
cg11019890,black,C
cg11022804,grey,rest
cg11023469,black,C
cg11025235,black,C
cg11028627,grey,rest
cg11031201,black,C
cg11031647,grey,rest
cg11036290,grey,rest
cg11036643,red,A
cg11038686,red,A
cg11039211,black,C
cg11049305,red,A
cg11049750,black,C
cg11072201,red,A
cg11075227,green,B
cg11079517,red,A
cg11080085,red,A
cg11081453,grey,rest
cg11081809,black,C
cg11085564,black,C
cg11100136,green,B
cg11102619,grey,rest
cg11105907,grey,rest
cg11108456,black,C
cg11110686,black,C
cg11111083,red,A
cg11113650,grey,rest
cg11115577,grey,rest
cg11117255,grey,rest
cg11118624,black,C
cg11132751,black,C
cg11138004,black,C
cg11139821,black,C
cg11146367,grey,rest
cg11152528,red,A
cg11153610,grey,rest
cg11157838,red,A
cg11158236,black,C
cg11164993,red,A
cg11165479,red,A
cg11166197,purple,D
cg11172930,grey,rest
cg11179997,red,A
cg11186522,black,C
cg11188837,grey,rest
cg11189761,grey,rest
cg11190637,red,A
cg11235848,grey,rest
cg11236246,red,A
cg11244095,black,C
cg11251991,green,B
cg11253356,red,A
cg11254749,black,C
cg11264711,red,A
cg11266940,black,C
cg11267496,red,A
cg11269793,black,C
cg11271203,grey,rest
cg11272332,red,A
cg11276914,black,C
cg11280668,black,C
cg11290168,red,A
cg11290635,black,C
cg11291009,red,A
cg11291200,purple,D
cg11293764,black,C
cg11296715,black,C
cg11304846,black,C
cg11306781,black,C
cg11307246,black,C
cg11315455,black,C
cg11315492,grey,rest
cg11318129,black,C
cg11320810,red,A
cg11321432,grey,rest
cg11321526,grey,rest
cg11322877,grey,rest
cg11325578,grey,rest
cg11327391,black,C
cg11330362,green,B
cg11331191,grey,rest
cg11331769,black,C
cg11332786,red,A
cg11333230,green,B
cg11336696,black,C
cg11337462,purple,D
cg11340371,red,A
cg11340834,black,C
cg11353032,green,B
cg11369993,red,A
cg11371160,red,A
cg11390763,black,C
cg11390960,black,C
cg11391216,black,C
cg11395386,grey,rest
cg11407717,black,C
cg11412673,grey,rest
cg11416605,black,C
cg11418237,grey,rest
cg11424273,black,C
cg11425349,black,C
cg11428427,black,C
cg11434986,grey,rest
cg11441847,red,A
cg11452781,grey,rest
cg11453483,grey,rest
cg11454836,grey,rest
cg11458555,red,A
cg11459927,black,C
cg11460496,grey,rest
cg11466638,black,C
cg11468748,red,A
cg11469866,red,A
cg11471507,red,A
cg11472201,black,C
cg11472424,grey,rest
cg11475300,grey,rest
cg11475880,black,C
cg11479591,red,A
cg11482392,purple,D
cg11494656,black,C
cg11498602,red,A
cg11501003,black,C
cg11503671,grey,rest
cg11509733,grey,rest
cg11516614,purple,D
cg11516680,black,C
cg11530701,black,C
cg11531236,black,C
cg11534974,black,C
cg11538407,black,C
cg11544970,black,C
cg11548243,grey,rest
cg11550332,red,A
cg11550356,black,C
cg11550436,black,C
cg11552293,black,C
cg11555315,black,C
cg11565248,red,A
cg11565980,grey,rest
cg11590714,grey,rest
cg11593337,black,C
cg11594622,black,C
cg11595135,red,A
cg11598929,grey,rest
cg11609126,red,A
cg11609760,red,A
cg11613735,black,C
cg11614809,grey,rest
cg11615895,red,A
cg11616384,grey,rest
cg11618093,red,A
cg11620557,grey,rest
cg11631710,red,A
cg11633086,red,A
cg11635541,black,C
cg11640565,black,C
cg11640914,black,C
cg11641061,red,A
cg11645133,black,C
cg11648471,red,A
cg11649713,grey,rest
cg11650039,black,C
cg11650160,green,B
cg11654838,grey,rest
cg11655867,grey,rest
cg11656852,black,C
cg11657258,grey,rest
cg11658867,green,B
cg11661234,red,A
cg11662345,black,C
cg11663421,red,A
cg11664825,red,A
cg11667509,red,A
cg11673013,red,A
cg11674735,red,A
cg11675245,grey,rest
cg11675904,red,A
cg11678767,grey,rest
cg11681617,red,A
cg11696431,grey,rest
cg11696466,grey,rest
cg11696874,black,C
cg11703139,purple,D
cg11703777,red,A
cg11707352,green,B
cg11707753,black,C
cg11708328,red,A
cg11708870,red,A
cg11714014,red,A
cg11717280,purple,D
cg11717930,red,A
cg11718092,red,A
cg11720010,black,C
cg11720142,green,B
cg11720861,red,A
cg11721498,black,C
cg11727174,red,A
cg11764747,red,A
cg11771863,grey,rest
cg11779941,red,A
cg11799529,grey,rest
cg11802925,grey,rest
cg11806565,red,A
cg11810837,red,A
cg11816360,red,A
cg11824101,black,C
cg11824111,red,A
cg11825763,red,A
cg11828775,grey,rest
cg11834066,black,C
cg11834527,grey,rest
cg11837390,black,C
cg11844737,grey,rest
cg11849673,grey,rest
cg11852358,black,C
cg11857742,red,A
cg11859478,red,A
cg11860160,black,C
cg11861581,black,C
cg11863130,red,A
cg11864566,grey,rest
cg11864871,black,C
cg11865600,black,C
cg11867195,red,A
cg11868078,grey,rest
cg11868755,black,C
cg11870452,red,A
cg11871337,grey,rest
cg11871549,red,A
cg11871628,red,A
cg11887015,grey,rest
cg11896316,black,C
cg11897377,black,C
cg11898317,black,C
cg11898425,black,C
cg11898648,black,C
cg11901680,red,A
cg11906997,red,A
cg11913917,grey,rest
cg11918562,grey,rest
cg11924796,black,C
cg11926150,black,C
cg11932249,grey,rest
cg11941526,grey,rest
cg11941773,black,C
cg11944101,grey,rest
cg12017815,red,A
cg12021535,black,C
cg12025642,grey,rest
cg12030231,black,C
cg12030638,purple,D
cg12030973,red,A
cg12031078,grey,rest
cg12032246,black,C
cg12033483,grey,rest
cg12035596,black,C
cg12038981,red,A
cg12039689,black,C
cg12041308,black,C
cg12041934,black,C
cg12045126,grey,rest
cg12047536,red,A
cg12050949,black,C
cg12051064,purple,D
cg12054337,red,A
cg12054566,red,A
cg12058508,red,A
cg12059303,black,C
cg12061216,red,A
cg12061866,black,C
cg12064213,red,A
cg12071142,grey,rest
cg12071297,black,C
cg12074688,red,A
cg12074916,red,A
cg12075996,grey,rest
cg12080452,black,C
cg12082130,black,C
cg12094412,green,B
cg12109000,black,C
cg12115116,grey,rest
cg12115759,red,A
cg12116535,grey,rest
cg12116566,red,A
cg12124733,red,A
cg12124912,grey,rest
cg12125741,red,A
cg12130976,black,C
cg12134159,grey,rest
cg12143138,red,A
cg12153998,green,B
cg12155476,black,C
cg12156154,grey,rest
cg12156989,black,C
cg12158214,red,A
cg12160324,black,C
cg12162305,red,A
cg12171481,red,A
cg12173181,black,C
cg12176933,red,A
cg12177454,red,A
cg12180028,green,B
cg12194828,red,A
cg12204574,red,A
cg12206646,grey,rest
cg12217778,red,A
cg12220696,red,A
cg12221218,grey,rest
cg12226826,black,C
cg12228355,black,C
cg12232738,grey,rest
cg12233790,grey,rest
cg12239742,grey,rest
cg12242224,black,C
cg12251508,red,A
cg12268565,red,A
cg12273094,black,C
cg12274524,black,C
cg12275687,green,B
cg12281614,black,C
cg12287800,black,C
cg12289482,grey,rest
cg12290635,red,A
cg12291192,red,A
cg12294334,grey,rest
cg12296630,black,C
cg12308146,black,C
cg12308243,red,A
cg12313310,grey,rest
cg12321798,grey,rest
cg12322450,black,C
cg12324831,red,A
cg12330929,black,C
cg12354227,grey,rest
cg12358915,red,A
cg12360110,grey,rest
cg12373280,red,A
cg12382941,red,A
cg12384303,black,C
cg12384989,red,A
cg12391921,grey,rest
cg12403148,red,A
cg12408777,black,C
cg12409683,grey,rest
cg12417438,red,A
cg12423482,red,A
cg12426996,black,C
cg12427017,black,C
cg12431196,red,A
cg12434779,red,A
cg12440269,red,A
cg12443477,red,A
cg12444168,grey,rest
cg12449183,black,C
cg12453500,grey,rest
cg12456011,grey,rest
cg12458993,black,C
cg12461113,grey,rest
cg12462026,grey,rest
cg12464216,red,A
cg12467143,red,A
cg12467288,red,A
cg12468189,red,A
cg12472203,red,A
cg12477608,black,C
cg12491455,grey,rest
cg12491738,black,C
cg12493424,black,C
cg12496982,black,C
cg12497304,black,C
cg12497728,black,C
cg12506468,black,C
cg12510923,grey,rest
cg12513189,red,A
cg12516234,black,C
cg12517167,red,A
cg12517811,red,A
cg12527112,red,A
cg12528673,grey,rest
cg12530936,red,A
cg12531767,grey,rest
cg12536534,red,A
cg12537796,red,A
cg12542857,black,C
cg12543132,red,A
cg12543338,red,A
cg12543929,grey,rest
cg12544401,grey,rest
cg12546167,black,C
cg12546665,grey,rest
cg12548693,red,A
cg12549513,red,A
cg12550885,red,A
cg12553336,black,C
cg12576145,red,A
cg12584889,black,C
cg12589433,red,A
cg12591117,red,A
cg12591207,black,C
cg12594780,grey,rest
cg12594800,red,A
cg12596096,black,C
cg12600371,grey,rest
cg12600766,red,A
cg12614912,red,A
cg12614984,grey,rest
cg12615934,black,C
cg12618587,black,C
cg12620265,red,A
cg12620378,red,A
cg12622039,grey,rest
cg12622895,purple,D
cg12623328,red,A
cg12642693,red,A
cg12647861,grey,rest
cg12650780,red,A
cg12653105,red,A
cg12653510,purple,D
cg12654845,black,C
cg12687215,red,A
cg12689022,red,A
cg12689375,green,B
